Z,X,Y
0.40095265105869915,1,2.4443578638706254
-0.025185212599980744,1,3.6766218982245684
-0.2483117551700626,1,2.7780456503647035
-0.31686530521717715,0,-1.50057212691737
0.19974654311755874,0,0.33281783007661947
-0.8521857787885819,0,-0.3492481772377372
-0.1675783343180331,1,2.991621194247229
0.0879371301338881,0,0.40761697014931964
0.5034689763690738,1,2.600491361415685
-0.9028674463045028,0,0.8219702691737264
-0.38928359801240375,0,-0.1795029322659064
0.5467927778737003,1,2.678084603881895
-0.5431059786929694,0,0.17000682660709904
0.3771726642398576,1,3.3294172212082827
0.663826947533476,0,0.7206291884100308
0.47319678090934725,0,0.0023840477618018996
0.07763836982825822,0,0.2563571193692421
0.5654923457314913,0,-0.5470465447325341
0.4385294766381595,0,-0.21706803374638098
-0.032860595617174464,1,3.2590733532388567
-0.23606207125266088,0,-0.5670208925289827
0.34592316528742856,0,-0.00747538255740432
0.3638093872712722,0,0.17834772894188972
0.7589384788785397,1,3.3163350962475273
0.5708327612402627,1,2.7944915061643734
0.8659174682573225,1,1.5907591492288284
0.7521920141880175,1,2.465211325190962
0.12528284633216785,0,-1.1213761731117335
0.35101970588944736,0,0.26001554229820323
0.3043656401959578,1,2.9161416165083915
0.24333566068428203,0,-0.04410685961691463
0.31198713917313176,1,3.301858746309165
0.10024478257927208,0,-0.5648860342637172
0.3295515527260908,1,2.732740114615412
-0.4036819415565479,0,-0.8482495316836862
0.38601207436359775,1,3.351339116397287
0.07933301484105298,0,0.38494702437570927
0.49034484209186224,0,0.7827201894500881
0.3935809766864312,1,2.536251960683129
-0.1894949127773138,1,2.4500361321810082
0.5530923855754519,0,-0.6244051258056368
-0.054432394660620914,0,0.11587034798271162
0.8167748060089846,1,2.4010483689188273
-0.3812187583780585,0,0.027338918126812217
0.4561370140072488,1,3.17836033697665
0.04366906343869664,1,2.855931164809294
0.3629188304542925,0,-0.1828482923902623
0.4661404329500202,1,3.0249942101307634
0.31993693207545537,1,3.013883813987807
-0.4475014955570481,0,-1.4851604673545369
0.3504029963608196,1,2.6668346911836553
0.6907440174603938,0,-0.45200577274633086
0.38003303890099427,0,0.04243248726177168
0.08521839087069934,0,-0.06885378130703712
0.7602319107066138,1,3.1199991670954588
-0.7629721753034211,0,0.1279038069688529
-0.3296265243423053,1,3.1734350883855704
0.26204473932541583,1,3.3862373192269035
-0.6686620288951934,0,-0.44683418116310963
-0.37282864241186053,0,0.6358820599883943
-0.16184048650732447,0,-0.45667388277520427
0.13715859216187856,1,2.9894212342025335
-0.5213704295295292,0,0.18827765003173466
-0.35050010008617527,0,0.4484182942722446
0.008064570868184628,0,-0.42062886424235413
-0.24576623817787518,1,3.371457551144508
-0.3774826494751157,0,-0.37512215034607876
-0.08935629594813377,0,-0.19148113037537093
0.7855955902036617,1,3.3768684912682643
-0.2506534627073683,0,1.0386139223051845
0.35744934110858356,1,3.312194939600505
0.3603811019566518,1,3.2209669141887254
0.4331919942880167,0,-0.3372548891257714
-0.33449620912908284,0,-0.09127402022923115
0.6669817796515753,0,0.5966960578156755
0.5823082257940261,1,3.3224820415998035
-0.5604703009827675,1,2.5921469463428433
-0.5611831284696298,1,2.9769219907071767
-0.569999195748741,0,0.03081957156791071
-0.6304481983863537,0,-0.7836889966946072
0.37318624869616,1,2.9544763195776804
0.19256109167755625,0,0.14207624427784105
-0.15582949938663684,1,2.5109073530587267
-0.2382089219378707,0,0.13010730340385124
-0.4290598434124683,0,-1.1803381535252009
0.4722383294603571,1,3.4596881128795167
-0.8830109434335924,0,0.15129153899000564
0.44730717636992157,1,2.454867283326059
0.3403444453270799,1,2.832780283999302
-0.45585485911547974,0,0.3270447323650635
-0.21410206949873345,0,0.02289237912265335
0.2560219035045856,1,2.587159664053303
-0.2389677408810059,0,0.7100961200851976
-0.09952291001149297,0,-0.01030620186318601
0.44605050142085173,1,2.5584355062733244
-0.1133947090795419,1,3.108440455001246
0.12477762850203566,0,0.01696634003788766
0.3889025355728356,1,3.1852445316631997
-0.3409700037156771,0,-0.48238992954881843
-0.07716491754158325,1,3.0767916018722783
-0.236292820974692,0,-0.7232055758720445
0.2963773504946572,1,3.7572603593748566
-0.28118873826436286,0,0.3736822575662153
0.6004572913927616,0,-0.09738567190472036
-0.5116545578782241,0,-0.10456453547831535
0.19323461331359834,1,3.2932612635864795
-0.4584348094325098,0,-0.6310760007544216
-0.11734874461152285,0,1.0697961885489526
-0.3826613544451931,1,2.98196791930011
-0.24577156151593413,0,-0.9067878856573099
-0.24832887632343345,0,0.90447705988108
-0.4918038634667477,0,-0.12494877599778331
0.07715822632494593,1,1.9785841477339081
-0.3589713842557454,0,-1.0976776457535857
-0.42130544719642193,0,0.22775177001474214
0.0760557217708936,1,3.1072025954588947
-0.4603268891514818,1,3.2420155970001154
-0.35494178801080317,0,0.43001541500684726
0.9408640595337713,1,2.2082318370932064
-0.4826077965511697,0,-0.36817469760727745
-0.17638166235940878,0,0.43007947200821456
0.35641615967985474,1,2.4069684944603793
-0.4785460447020668,0,-0.8457037032908555
-0.8168994190470188,0,0.6911845916392313
-0.09901319812278,0,-0.5933157648294416
-0.3275518361871387,1,3.670084610324022
0.6805832085426897,1,3.046277889186019
0.2881910756873277,1,1.9772342049255163
-0.5972114779144271,1,2.7373922812709846
-0.19394240247219924,0,-0.9741140943228425
0.7239942013450824,1,3.365485168261789
-0.031878893012783904,0,0.683754524704997
0.23854706576846102,0,-0.1937325260121539
-0.6698361718205392,0,-0.029671243992174745
0.1614088475797209,0,-1.5777209528824288
0.17963191872586481,1,3.3295451562596132
0.43261291115948586,0,-1.3243372458537972
0.4990543323297641,1,2.7310782732476118
-0.4996046498770912,0,-1.063321293950168
0.19811900544727679,0,0.35951454963470847
0.027092762701664115,0,-0.36021657104613447
0.010852584910942265,1,2.5634367880649105
-0.4460271853592307,1,3.24024271595838
-0.5200592735950063,0,-1.3543830849155996
-0.16888300927394834,0,-0.33038217258166525
-0.5900651673681947,0,0.23163596786314222
0.584535129621511,1,2.576554338680678
0.557044048368711,1,3.087673331092471
-0.3734862825332718,0,-1.0526247870975538
0.8958749953124081,1,2.4188639469567916
-0.4423026601895543,1,2.6260585617120062
-0.6135001751834863,0,-1.2870692022180683
0.3136402921701275,1,2.9757638656326826
0.47136739627229224,1,2.3395884205135475
-0.17175942414386963,1,3.2931571351785336
0.07858671793057362,0,-0.33343447497472545
-0.6296246129265586,0,-1.3042404264406542
0.5560068550745948,1,3.0546931881603294
-0.17826558574165013,0,-0.055806009395674545
0.23550536430528649,1,2.953638034209978
0.13797369241360619,0,0.7512121576031813
0.4874257057226337,0,-0.551672260622121
0.8956399466138396,1,3.5517963654391993
-0.21829790278114758,0,-0.7075370999993951
0.4276844884499019,1,2.090212540348978
-0.8231671849727917,1,2.2859745738284167
-0.11262343014776309,0,0.30287985729107014
0.18064093676047108,0,0.19619379470650017
0.09334471291282348,0,0.15014391821777745
0.2567465901954007,0,0.005343655516367757
-0.475102887944719,0,0.7257937554461519
-0.18246565987592211,0,1.1467067840108205
0.38296079079791423,1,3.3050155292156083
-0.38695599793361674,1,4.124487463373651
-0.15930479865155772,0,0.3209259941961363
0.38688027637071876,1,2.8781587331953338
0.24959655981565423,0,-0.1846415928188778
-0.3912459035704886,1,2.929116807061332
-0.6567814888984751,0,-1.0477080914335184
-0.6172787867063813,1,2.9782961048916614
0.5456584818840136,1,3.1913692587916205
-0.22712412493458176,0,0.8380674557180966
-0.7296808008728358,0,-0.6251534932030945
-0.5815634963730596,0,0.9139638928942406
0.24689698538890975,1,2.7059118054902758
-0.427609600027716,0,0.15171724356137986
-0.6519960971146133,0,-0.4965167948428377
0.6521808543200803,1,3.145205872961305
0.5954836759485633,1,3.577173711772346
-0.6747537801541047,0,0.004706274910050545
-0.6219648507894108,1,2.4072640331332615
-0.5791259788124246,0,-1.493896779466251
-0.26146760776352806,1,2.6948823624164224
0.5186381614225849,0,-1.408646686264843
